city,locality,pincode,tier,avg_price_per_sqft,avg_rental_yield_pct,yield_std,avg_builder_score,rera_compliance_rate,n_properties,avg_yoy_appreciation_pct,appreciation_volatility,cumulative_5yr_index,stability_score,yield_norm,appreciation_norm,stability_norm
Chandigarh,Sector 35,160035,mid-premium,10955.76,4.4176,1.5373692876243537,0.8292,0.84,50,5.26,1.5921212265402407,1.291,0.24216062406969893,0.7015367263499227,0.1629297458893872,0.4559356323249125
Chandigarh,Sector 43,160043,mid,9427.44,5.0786,0.991735255159627,0.8316,0.96,50,10.352,1.7678716016724747,1.636,0.26598525805504414,0.8568541754781711,0.6386397608370703,0.5303159128578913
Chandigarh,Sector 9,160009,mid-premium,12419.8,4.1588,1.473652466437299,0.815,0.88,50,5.642,2.16718019555366,1.315,0.21547857309963658,0.6407255980074255,0.19861733931240666,0.37263452316330953
Chandigarh,Zirakpur,140603,affordable,6991.4,4.7334000000000005,1.8952320519166632,0.7978000000000001,0.82,50,9.358,2.507393068507609,1.562,0.18509520422203,0.7757413412284415,0.5457772795216742,0.27777793472449197
Chennai,Adambakkam,600088,mid,9706.78,4.404,1.7545893176095049,0.7896,0.84,50,10.004000000000001,1.891713508964822,1.61,0.2152248868241096,0.6983410874571175,0.6061285500747386,0.37184251702576837
Chennai,Adyar,600020,premium,20131.28,3.3536,1.0675945878851356,0.8062,0.86,50,3.8900000000000006,0.8675540328993924,1.21,0.3406982504799749,0.4515249776775226,0.034940209267563624,0.7635691640701847
Chennai,Anna Nagar,600040,mid-premium,17421.6,4.0124,0.7380906420747844,0.818,0.96,50,6.212,1.650657444777686,1.351,0.2950942278299647,0.6063254852201704,0.2518684603886398,0.6211938394281962
Chennai,ECR,600041,mid-premium,14660.04,4.002,1.1229371109292097,0.8326,0.9,50,7.57,2.6015860546981715,1.439,0.21166157196039642,0.6038817613609663,0.3787369207772796,0.3607178819378444
Chennai,OMR Sholinganallur,600119,mid,10039.58,4.3848,1.7297307092523424,0.7862,0.78,50,7.345999999999999,3.9891202037542057,1.421,0.14883497385902264,0.6938295972555104,0.3578101644245142,0.1645738406658002
Chennai,Perungudi,600096,mid,10387.14,4.506,1.6233374540729104,0.8123999999999999,0.84,50,7.384,5.3029124073474945,1.421,0.126163067968286,0.7223083791531559,0.36136023916292986,0.0937923662722135
Chennai,Porur,600116,mid,10109.02,4.5996,1.6365717777334021,0.7958,0.84,50,8.794,2.5599765623927104,1.522,0.19243542723894522,0.744301893885991,0.49308669656203297,0.300694041117086
Chennai,T Nagar,600017,premium,22241.38,3.0924,0.8568465202028152,0.81,0.92,50,5.208,1.2134331460776897,1.289,0.32570322859593165,0.3901499130598244,0.15807174887892383,0.7167548484748498
Chennai,Tambaram,600045,affordable,7916.54,5.229400000000001,1.3537753860660815,0.7918000000000001,0.86,50,9.792,2.533134422015539,1.594,0.20462829052958412,0.8922881714366281,0.586322869955157,0.33876004425551115
Chennai,Velachery,600042,mid,12269.22,4.5878000000000005,1.061593507662045,0.8044,0.9,50,8.992,3.3452234603984228,1.535,0.18495170188065746,0.7415292071995868,0.5115844544095667,0.27732992178062077
Dehradun,Ballupur,248001,affordable,4477.66,5.687799999999999,1.1886989801064536,0.7984,0.88,50,9.942,5.450015596307959,1.598,0.1309120782032671,1.0,0.6003363228699552,0.10861873102346888
Dehradun,Chakrata Road,248001,mid,5543.08,5.2863999999999995,1.4438140532659196,0.8615999999999999,0.92,50,9.852,2.4748272666996383,1.598,0.20330817698392414,0.9056816579726492,0.5919282511210763,0.3346386623311562
Dehradun,Clement Town,248002,affordable,3663.6,5.313,1.9978204961141723,0.782,0.9,50,10.788,3.947463742708728,1.665,0.14398258812939266,0.9119319516894593,0.6793721973094171,0.14942473860420677
Dehradun,GMS Road,248001,affordable,4704.0,5.4376,1.3601313862105755,0.8046000000000001,0.86,50,13.108,2.905618694873779,1.849,0.18990646813873743,0.941209643310306,0.8961136023916294,0.29279865487754964
Dehradun,Prem Nagar,248007,affordable,4008.86,5.3864,1.8988973814574925,0.7856000000000001,0.84,50,8.322,5.204591242355157,1.484,0.12340364087899529,0.929179002772687,0.4489910313901345,0.08517746116441652
Dehradun,Race Course,248001,mid-premium,6847.42,4.937200000000001,1.5181393552769837,0.82,0.86,50,6.709999999999999,1.3622775047691276,1.383,0.2577042714911091,0.8236289299309182,0.2983931240657698,0.5044627516259416
Dehradun,Rajpur Road,248001,mid-premium,6420.5,5.295,0.8835878852838623,0.8490000000000001,0.96,50,6.878,2.587444685399091,1.393,0.2236619805807519,0.9077024296254526,0.3140881913303439,0.39818304342747995
Dehradun,Sahastradhara Road,248013,mid,4669.46,5.1126,1.9870682023565085,0.8034,0.8,50,6.290000000000001,2.676069879506138,1.355,0.17658054342745125,0.8648432727101839,0.259155455904335,0.2511952447686468
Dehradun,Vasant Vihar,248006,mid,6162.5,5.155600000000001,1.4439517206016863,0.791,0.88,50,7.0920000000000005,3.2043907377222274,1.406,0.17704308961052967,0.8749471309742003,0.33408071748878937,0.25263930954957875
Delhi NCR,Dwarka Expressway,122018,mid,11670.14,4.6824,1.0919661353798142,0.8210000000000001,0.94,50,6.752,3.51546156286767,1.383,0.17833488968792852,0.7637576953804223,0.3023168908819134,0.25667229709551764
Delhi NCR,Faridabad Sector 21,121001,affordable,9283.04,4.787,1.812709382698299,0.8172,0.88,50,8.908,4.048798587235479,1.528,0.14574055796216634,0.7883359180412616,0.5037369207772795,0.15491310368929692
Delhi NCR,Golf Course Road Gurgaon,122002,premium,32329.88,2.0674,0.712491489387052,0.8323999999999999,0.92,50,4.254,1.0901972298625606,1.231,0.356800237262074,0.14930212885943897,0.06894618834080718,0.8138394135408608
Delhi NCR,Greater Noida West,201308,affordable,8621.92,4.8372,1.4628041843092507,0.787,0.94,50,8.212,3.3540080500797846,1.481,0.17191546842237626,0.8001315851308805,0.43871449925261585,0.23663092500624028
Delhi NCR,Gurgaon Sector 54,122002,premium,23145.54,2.89,0.9927410004011878,0.7424,0.78,50,4.819999999999999,0.7986551195603769,1.265,0.35824367342524255,0.3425912871845483,0.1218236173393124,0.8183458075032597
Delhi NCR,Indirapuram,201014,mid,9389.0,4.599,1.3799234672655596,0.7978000000000001,0.9,50,7.362,2.7284372816687577,1.425,0.19575751383819465,0.744160909817191,0.3593049327354261,0.3110655638594297
Delhi NCR,Noida Sector 62,201301,mid-premium,14433.7,4.0884,1.302848308240723,0.7948000000000001,0.86,50,7.104000000000001,1.4650017064836478,1.409,0.26540334569903334,0.6241834672681988,0.3352017937219733,0.5284991880212238
Delhi NCR,Rohini,110085,mid,11974.8,4.6722,1.2970709388495925,0.828,0.92,50,7.662000000000001,3.0667197459174527,1.444,0.1864353138984265,0.7613609662108184,0.3873318385650225,0.28196174437867777
Delhi NCR,Saket,110017,premium,26790.2,2.4934,0.8945175646511295,0.8176000000000001,0.9,50,4.048,1.651883773151126,1.219,0.2819759820583959,0.2494008177075991,0.04970104633781769,0.5802388009923471
Delhi NCR,Vasant Kunj,110070,premium,24880.16,2.5268,1.0667104497816964,0.8108,0.86,50,4.7379999999999995,1.0694484559809325,1.26,0.31886139384153017,0.2572489308708117,0.1141629297458894,0.6953947054940303
Hyderabad,Banjara Hills,500034,premium,24046.88,2.86,0.8159806920484811,0.848,0.92,50,4.504,0.5853887597144312,1.246,0.4164290502096094,0.3355420837445369,0.09230194319880419,1.0
Hyderabad,Gachibowli,500032,mid-premium,12756.92,4.428999999999999,0.8018454479817041,0.8046000000000001,0.92,50,7.044,1.70083214927282,1.405,0.2854958734380298,0.7042154236571267,0.3295964125560539,0.5912278683762919
Hyderabad,Jubilee Hills,500033,premium,23459.3,3.302,0.6706013140823536,0.8472,0.96,50,4.58,1.5936279365021186,1.25,0.3063510321221913,0.4394003477607032,0.09940209267563534,0.6563374752832392
Hyderabad,Kondapur,500084,mid-premium,12825.2,4.4876,0.996435606733996,0.8264,0.92,50,5.34,2.6617945074704767,1.295,0.21467380861041443,0.7179848677099488,0.17040358744394624,0.37012205608792265
Hyderabad,Kukatpally,500072,mid,9595.34,4.731,1.5315714885338507,0.8114,0.88,50,10.158,3.3949182611662394,1.619,0.16873394576454046,0.7751774049532405,0.6205156950672646,0.22669824155106455
Hyderabad,Madhapur,500081,mid-premium,14190.42,4.2466,0.9785007482295119,0.8018000000000001,0.9,50,5.82,2.5546036874630866,1.325,0.22059937382563596,0.6613562667418583,0.21524663677130054,0.3886216142887221
Hyderabad,Manikonda,500089,mid,9956.6,4.567,1.3442337169236183,0.8190000000000001,0.86,50,6.854000000000001,2.251150816804596,1.392,0.2176096456478049,0.7366417594811788,0.31184603886397627,0.3792877113745698
Hyderabad,Miyapur,500049,affordable,8678.88,5.0484,1.1351712268577434,0.7742,0.9,50,12.346,1.5391328727566047,1.789,0.2721603800036473,0.8497579773485598,0.8249252615844545,0.54959458480496
Hyderabad,Secunderabad,500003,mid,11257.7,4.5360000000000005,1.324845774620809,0.8182,0.92,50,6.787999999999999,2.5258701470978275,1.387,0.20615513588882653,0.7293575825931673,0.3056801195814649,0.3435268409341415
Hyderabad,Uppal,500039,affordable,7286.38,4.7138,1.9535043237364853,0.7888,0.88,50,7.802000000000001,6.289504749978332,1.446,0.10818987539932107,0.771135861647634,0.4004110612855009,0.037680230145581986
Indore,AB Road,452008,mid,8172.64,4.9984,1.1807561741770156,0.8254,0.88,50,5.46,1.8340528890956225,1.304,0.2490778475987743,0.8380093049485411,0.1816143497757848,0.47753113834269334
Indore,Bengali Square,452010,mid,6320.0,5.0428,1.5936507183962545,0.7824,0.84,50,6.724000000000001,1.6255552897394787,1.384,0.23701141827911182,0.8484421260397577,0.2997010463378178,0.439859860858224
Indore,Bhawarkuan,452001,mid,7062.42,5.2524,1.2830059729130696,0.8236,0.9,50,7.247999999999999,5.025402471444451,1.413,0.13682869637260806,0.8976925607406365,0.3486547085201794,0.12709035663218954
Indore,Palasia,452001,mid-premium,8157.82,4.7794,1.4880920670442404,0.7922,0.86,50,3.5420000000000003,1.8513697631753632,1.189,0.23044332203502615,0.7865501198364586,0.002428998505231754,0.4193543269010937
Indore,Rajendra Nagar,452012,affordable,5377.78,5.3948,1.4435136271738953,0.843,0.9,50,5.587999999999999,2.933951260672201,1.31,0.1859612328218367,0.9311527797358901,0.1935724962630792,0.2804816677699955
Indore,Rau,453331,affordable,5207.04,5.1903999999999995,1.4989914432506863,0.7959999999999999,0.86,50,12.008,4.271026808625766,1.758,0.14771008921915818,0.8831242069646131,0.7933482810164425,0.16106196152709765
Indore,Scheme 78,452010,mid,7429.66,4.99,1.449952849338944,0.8024,0.9,50,7.468000000000001,3.423495289904749,1.431,0.17025773894528115,0.836035527985338,0.3692077727952169,0.231455509357464
Indore,Sudama Nagar,452009,affordable,5856.16,4.8412,1.942379815313878,0.7648,0.86,50,12.813999999999998,3.5867018275847795,1.824,0.1531608968449105,0.8010714789228819,0.8686472346786247,0.17807933105244453
Indore,Vijay Nagar,452010,mid,6763.6,5.0360000000000005,1.6508711367650963,0.795,0.88,50,7.795999999999999,2.4598638173687584,1.454,0.19566657417660505,0.8468443065933553,0.3998505231689088,0.3107816511015351
Jaipur,Ajmer Road,302006,affordable,6122.2,5.1118,1.714224629864083,0.8478,0.9,50,10.458,4.621132977961142,1.639,0.13632600528339864,0.8646552939517836,0.6485426008968611,0.1255209598364266
Jaipur,C-Scheme,302001,mid-premium,11076.28,4.5966,1.0547223447380811,0.801,0.86,50,4.8420000000000005,1.7232730485909655,1.266,0.26469063508275814,0.7435969735419898,0.12387892376681625,0.5262741122609838
Jaipur,Jagatpura,302017,affordable,6841.64,5.3538,1.2291774086928282,0.7894,0.88,50,5.572,6.144210282859792,1.303,0.11942597629975221,0.9215188683678746,0.1920777279521675,0.07275923020850006
Jaipur,Jhotwara,302012,affordable,6068.86,5.456799999999999,1.1563214721429225,0.8420000000000001,0.98,50,12.492,4.09584789756651,1.797,0.1599444834052016,0.9457211335119131,0.8385650224215249,0.19925762372567343
Jaipur,Malviya Nagar,302017,mid,8292.7,4.919,1.379917551515159,0.7742,0.84,50,7.4239999999999995,4.044277438554382,1.427,0.15566152670424704,0.8193524131773111,0.3650971599402093,0.18588627367162622
Jaipur,Mansarovar,302020,affordable,6273.56,5.1006,1.9711494729974082,0.7644,0.86,50,11.668000000000001,4.606117671097863,1.73,0.13197370252139903,0.8620235913341795,0.7615844544095667,0.11193311203985118
Jaipur,Raja Park,302004,mid,7823.1,4.7172,1.6909338562233738,0.8109999999999999,0.86,50,5.784000000000001,4.510879071755305,1.32,0.13885392608783972,0.7719347713708353,0.21188340807174902,0.1334131045264621
Jaipur,Tonk Road,302015,mid,7580.02,5.0878,1.0180379087605085,0.8270000000000001,0.94,50,6.787999999999999,2.4084372526599065,1.388,0.225913387861214,0.8590159311997746,0.3056801195814649,0.40521191552758307
Jaipur,Vaishali Nagar,302021,mid,7215.5,4.7254000000000005,1.6692466955522918,0.8054000000000001,0.88,50,8.290000000000001,3.2410183584793217,1.486,0.16919714951157097,0.7738615536444385,0.446001494768311,0.22814435924039608
Kochi,Aluva,683101,affordable,6709.0,5.029,1.492740596954447,0.7918000000000001,0.84,50,14.219999999999999,3.299939393382854,1.941,0.172631666459754,0.8451994924573525,1.0,0.23886688846196819
Kochi,Edappally,682024,affordable,6937.98,5.4446,1.2052372278975636,0.8338,0.92,50,8.91,6.617956633281907,1.521,0.1133376434580937,0.942854457446309,0.5039237668161436,0.053751513027230365
Kochi,Fort Kochi,682001,mid-premium,10776.26,4.3168,1.662254971969323,0.7782000000000001,0.84,50,6.526000000000001,1.7712933128084687,1.371,0.22555297377349298,0.6778514027914847,0.28120328849028414,0.40408670617623615
Kochi,Kakkanad,682030,mid,7710.02,5.0226,1.4127810321836711,0.8328,0.92,50,8.936,1.7973814286344456,1.533,0.23752052546819785,0.84369566239015,0.5063527653213752,0.44144928865673155
Kochi,Kaloor,682017,mid,9956.0,4.5504,1.499931916822241,0.8096000000000001,0.88,50,10.322,3.707232121138357,1.63,0.16110416832620975,0.7327412002443725,0.6358370702541106,0.20287814901086815
Kochi,Marine Drive,682031,mid-premium,11311.78,4.6352,1.0360585437717549,0.8122,0.94,50,6.773999999999999,1.6282905146195505,1.387,0.2728997658424529,0.7526669486348045,0.30437219730941706,0.5519029403560382
Kochi,Panampilly Nagar,682036,premium,14062.74,4.0851999999999995,1.0842965179209558,0.8006,0.86,50,4.506,1.4913182088340502,1.246,0.2796721896566117,0.6234315522345976,0.09248878923766823,0.5730463830420921
Kochi,Thrikkakara,682021,mid,7643.18,4.8278,1.5458717770308141,0.8144,0.86,50,5.6339999999999995,1.2860326589943192,1.315,0.26096684212649846,0.7979228347196768,0.1978699551569507,0.5146484660956031
Kochi,Vyttila,682019,mid,8899.52,4.362,1.8644241875228953,0.7636,0.8,50,6.964,1.378415757309818,1.4,0.23569119104242522,0.6884722026411018,0.3221225710014949,0.4357381239915662
Kolkata,Alipore,700027,premium,19454.82,3.0107999999999997,1.3632881019724306,0.7882000000000001,0.8,50,4.4079999999999995,1.2435513660480617,1.24,0.2772510417683825,0.3709760797029936,0.08333333333333333,0.5654875823801767
Kolkata,Ballygunge,700019,premium,16991.38,3.7862,1.0159260177145717,0.8158,0.94,50,4.304,1.5132019032501909,1.234,0.2833561215107863,0.5531744912824852,0.07361733931240665,0.5845475832261717
Kolkata,Behala,700034,affordable,7406.64,4.8342,1.9224708697137542,0.773,0.82,50,8.12,2.4137004785184097,1.476,0.18740027910297388,0.7994266647868793,0.4301195814648729,0.2849743565624766
Kolkata,Dum Dum,700028,affordable,7899.7,4.7386,1.2634985604443316,0.8440000000000001,0.96,50,11.234,4.922111335595732,1.696,0.1391670316741092,0.7769632031580433,0.7210388639760837,0.13439061718657233
Kolkata,Garia,700084,affordable,7043.82,4.4972,1.7904417879167052,0.7918000000000001,0.82,50,6.706,3.4104662437854443,1.38,0.16126670398714169,0.7202406128107527,0.298019431988042,0.20338558379723956
Kolkata,New Town,700156,affordable,9111.24,4.9938,0.9942033832908329,0.8356,0.96,50,12.162,6.471883033553681,1.764,0.11811833127646254,0.8369284270877394,0.8077354260089687,0.06867677489230645
Kolkata,Park Street,700016,premium,22298.88,3.2119999999999997,0.7582525560626289,0.8051999999999999,0.92,50,3.5159999999999996,1.221957446067579,1.188,0.33554682364169486,0.41825273744066926,0.0,0.7474864585137395
Kolkata,Rajarhat,700135,mid,7962.54,4.428,1.8710075862366518,0.7936,0.78,50,7.378,1.9757454289457437,1.426,0.20632369688892999,0.7039804502091266,0.3607997010463379,0.3440530867720556
Kolkata,Salt Lake,700064,mid,10936.82,3.9468,1.8047255882763982,0.7956,0.8,50,6.626,3.0888557752022026,1.376,0.16967611683395248,0.5909112270313457,0.29054559043348294,0.22963969066193143
Kolkata,Tollygunge,700033,mid,9468.1,5.2034,0.4960686670703761,0.799,0.9,50,6.608,1.99285473630167,1.376,0.28662136836638474,0.8861788617886182,0.28886397608370706,0.5947416528298529
Lucknow,Alambagh,226005,affordable,5623.9,5.022,1.787097749801879,0.7914,0.88,50,7.8180000000000005,3.9403515071627804,1.453,0.14864474807665623,0.84355467832135,0.40190582959641274,0.16397995758387238
Lucknow,Aliganj,226024,mid,6263.74,5.0786,1.3886434578613849,0.8216,0.86,50,8.315999999999999,4.1855859804811075,1.486,0.15210908128148962,0.8568541754781711,0.44843049327354256,0.17479557287490774
Lucknow,Chinhat,226028,affordable,4635.92,5.2484,1.7751370858244686,0.7794,0.86,50,11.106,5.118650212702564,1.686,0.126681903398461,0.8967526669486351,0.7090807174887893,0.0954121655468048
Lucknow,Gomti Nagar,226010,mid,7235.12,5.1274,1.1796035480669957,0.8148000000000001,0.88,50,5.054,3.166777541918598,1.277,0.1870424092800116,0.8683208797405895,0.1436846038863977,0.2838570903814895
Lucknow,Hazratganj,226001,mid-premium,8947.6,4.742,1.470893106453438,0.818,0.84,50,6.68,1.8115601011283067,1.381,0.23351101612262312,0.7777621128812446,0.2955904334828102,0.4289316386434348
Lucknow,Indira Nagar,226016,affordable,6076.36,5.2888,1.6521237291215602,0.8248000000000001,0.88,50,7.546000000000001,4.829992753617753,1.433,0.13365202243334834,0.9062455942478502,0.37649476831091194,0.11717281083025695
Lucknow,Mahanagar,226006,mid,6739.04,5.0896,1.5730303005761244,0.8178,0.9,50,7.662000000000001,2.824583155086782,1.444,0.18526706445620889,0.8594388834061754,0.3873318385650225,0.27831448073978654
Lucknow,Vibhuti Khand,226010,mid,7999.7,5.1304,1.2670018604113074,0.8290000000000001,0.92,50,9.068000000000001,1.8152052225574933,1.542,0.24496552469669086,0.8690258000845906,0.5186846038863978,0.4646925053845833
Lucknow,Vikas Nagar,226022,affordable,6250.6,5.052,1.494826452284338,0.8196000000000001,0.92,50,9.564,1.3006652144191444,1.578,0.26347047703269894,0.8506038817613611,0.5650224215246638,0.5224647904424912
Mumbai,Andheri West,400058,mid-premium,30208.6,2.092,0.8634647813150392,0.8344,0.84,50,6.702,1.309244056698368,1.383,0.31518807777714336,0.15508247568024822,0.29764573991031396,0.6839266477046242
Mumbai,Bandra West,400050,premium,47459.5,1.432,0.4365682498014416,0.8036,0.88,50,4.336,2.0417957782305263,1.235,0.2874914735608603,0.0,0.07660687593423027,0.5974581129651105
Mumbai,Chembur,400071,mid-premium,24878.66,2.8577999999999997,0.8402679116004049,0.789,0.92,50,7.486,3.201894751549463,1.432,0.1983275960746761,0.3350251421589361,0.3708893871449926,0.3190893361389914
Mumbai,Dombivli,421201,affordable,11973.66,4.8180000000000005,1.3149842863963768,0.7872,0.9,50,6.308,1.6337441660186578,1.357,0.25324607960529727,0.7956200949292733,0.2608370702541107,0.49054431899270556
Mumbai,Goregaon West,400062,mid-premium,26181.96,2.5727999999999995,0.8612450408612891,0.7996,0.86,50,4.954,2.569490221814436,1.272,0.22569617472385364,0.26805770947882884,0.13434230194319882,0.40453377818023706
Mumbai,Kandivali East,400101,mid,19044.04,3.6844,1.3157029005246508,0.78,0.78,50,6.066,3.707085108275772,1.339,0.16603606146170385,0.529254194276047,0.23822869955156956,0.2182754724367965
Mumbai,Malad West,400064,mid,20063.26,3.5062,1.0040914057098627,0.8286,0.92,50,9.443999999999999,3.1263525073158336,1.568,0.19491490735550146,0.48738192584238,0.553811659192825,0.3084349544406165
